field_id,rap_variable_name
p24103_i2,LV ejection fraction | Instance 2
p24103_i3,LV ejection fraction | Instance 3
p24104_i2,LV cardiac output | Instance 2
p24104_i3,LV cardiac output | Instance 3
p24105_i2,LV myocardial mass | Instance 2
p24105_i3,LV myocardial mass | Instance 3
p24106_i2,RV end diastolic volume | Instance 2
p24106_i3,RV end diastolic volume | Instance 3
p24107_i2,RV end systolic volume | Instance 2
p24107_i3,RV end systolic volume | Instance 3
p24108_i2,RV stroke volume | Instance 2
p24108_i3,RV stroke volume | Instance 3
p24109_i2,RV ejection fraction | Instance 2
p24109_i3,RV ejection fraction | Instance 3
p24110_i2,LA maximum volume | Instance 2
p24110_i3,LA maximum volume | Instance 3
p24111_i2,LA minimum volume | Instance 2
p24111_i3,LA minimum volume | Instance 3
p24112_i2,LA stroke volume | Instance 2
p24112_i3,LA stroke volume | Instance 3
p24113_i2,LA ejection fraction | Instance 2
p24113_i3,LA ejection fraction | Instance 3
p24114_i2,RA maximum volume | Instance 2
p24114_i3,RA maximum volume | Instance 3
p24115_i2,RA minimum volume | Instance 2
p24115_i3,RA minimum volume | Instance 3
p24116_i2,RA stroke volume | Instance 2
p24116_i3,RA stroke volume | Instance 3
p24117_i2,RA ejection fraction | Instance 2
p24117_i3,RA ejection fraction | Instance 3
p24118_i2,Ascending aorta maximum area | Instance 2
p24118_i3,Ascending aorta maximum area | Instance 3
p24119_i2,Ascending aorta minimum area | Instance 2
p24119_i3,Ascending aorta minimum area | Instance 3
p24120_i2,Ascending aorta distensibility | Instance 2
p24120_i3,Ascending aorta distensibility | Instance 3
p24121_i2,Descending aorta maximum area | Instance 2
p24121_i3,Descending aorta maximum area | Instance 3
p24122_i2,Descending aorta minimum area | Instance 2
p24122_i3,Descending aorta minimum area | Instance 3
p24123_i2,Descending aorta distensibility | Instance 2
p24123_i3,Descending aorta distensibility | Instance 3
p24124_i2,LV mean myocardial wall thickness AHA 1 | Instance 2
p24124_i3,LV mean myocardial wall thickness AHA 1 | Instance 3
p24125_i2,LV mean myocardial wall thickness AHA 2 | Instance 2
p24125_i3,LV mean myocardial wall thickness AHA 2 | Instance 3
p24126_i2,LV mean myocardial wall thickness AHA 3 | Instance 2
p24126_i3,LV mean myocardial wall thickness AHA 3 | Instance 3
p24127_i2,LV mean myocardial wall thickness AHA 4 | Instance 2
p24127_i3,LV mean myocardial wall thickness AHA 4 | Instance 3
p24128_i2,LV mean myocardial wall thickness AHA 5 | Instance 2
p24128_i3,LV mean myocardial wall thickness AHA 5 | Instance 3
p24129_i2,LV mean myocardial wall thickness AHA 6 | Instance 2
p24129_i3,LV mean myocardial wall thickness AHA 6 | Instance 3
p24130_i2,LV mean myocardial wall thickness AHA 7 | Instance 2
p24130_i3,LV mean myocardial wall thickness AHA 7 | Instance 3
p24131_i2,LV mean myocardial wall thickness AHA 8 | Instance 2
p24131_i3,LV mean myocardial wall thickness AHA 8 | Instance 3
p24132_i2,LV mean myocardial wall thickness AHA 9 | Instance 2
p24132_i3,LV mean myocardial wall thickness AHA 9 | Instance 3
p24133_i2,LV mean myocardial wall thickness AHA 10 | Instance 2
p24133_i3,LV mean myocardial wall thickness AHA 10 | Instance 3
p24134_i2,LV mean myocardial wall thickness AHA 11 | Instance 2
p24134_i3,LV mean myocardial wall thickness AHA 11 | Instance 3
p24135_i2,LV mean myocardial wall thickness AHA 12 | Instance 2
p24135_i3,LV mean myocardial wall thickness AHA 12 | Instance 3
p24136_i2,LV mean myocardial wall thickness AHA 13 | Instance 2
p24136_i3,LV mean myocardial wall thickness AHA 13 | Instance 3
p24137_i2,LV mean myocardial wall thickness AHA 14 | Instance 2
p24137_i3,LV mean myocardial wall thickness AHA 14 | Instance 3
p24138_i2,LV mean myocardial wall thickness AHA 15 | Instance 2
p24138_i3,LV mean myocardial wall thickness AHA 15 | Instance 3
p24139_i2,LV mean myocardial wall thickness AHA 16 | Instance 2
p24139_i3,LV mean myocardial wall thickness AHA 16 | Instance 3
p24140_i2,LV mean myocardial wall thickness global | Instance 2
p24140_i3,LV mean myocardial wall thickness global | Instance 3
p24141_i2,LV circumferential strain AHA 1 | Instance 2
p24141_i3,LV circumferential strain AHA 1 | Instance 3
p24142_i2,LV circumferential strain AHA 2 | Instance 2
p24142_i3,LV circumferential strain AHA 2 | Instance 3
p24143_i2,LV circumferential strain AHA 3 | Instance 2
p24143_i3,LV circumferential strain AHA 3 | Instance 3
p24144_i2,LV circumferential strain AHA 4 | Instance 2
p24144_i3,LV circumferential strain AHA 4 | Instance 3
p24145_i2,LV circumferential strain AHA 5 | Instance 2
p24145_i3,LV circumferential strain AHA 5 | Instance 3
p24146_i2,LV circumferential strain AHA 6 | Instance 2
p24146_i3,LV circumferential strain AHA 6 | Instance 3
p24147_i2,LV circumferential strain AHA 7 | Instance 2
p24147_i3,LV circumferential strain AHA 7 | Instance 3
p24148_i2,LV circumferential strain AHA 8 | Instance 2
p24148_i3,LV circumferential strain AHA 8 | Instance 3
p24149_i2,LV circumferential strain AHA 9 | Instance 2
p24149_i3,LV circumferential strain AHA 9 | Instance 3
p24150_i2,LV circumferential strain AHA 10 | Instance 2
p24150_i3,LV circumferential strain AHA 10 | Instance 3
p24151_i2,LV circumferential strain AHA 11 | Instance 2
p24151_i3,LV circumferential strain AHA 11 | Instance 3
p24152_i2,LV circumferential strain AHA 12 | Instance 2
p24152_i3,LV circumferential strain AHA 12 | Instance 3
p24153_i2,LV circumferential strain AHA 13 | Instance 2
p24153_i3,LV circumferential strain AHA 13 | Instance 3
p24154_i2,LV circumferential strain AHA 14 | Instance 2
p24154_i3,LV circumferential strain AHA 14 | Instance 3
p24155_i2,LV circumferential strain AHA 15 | Instance 2
p24155_i3,LV circumferential strain AHA 15 | Instance 3
p24156_i2,LV circumferential strain AHA 16 | Instance 2
p24156_i3,LV circumferential strain AHA 16 | Instance 3
p24157_i2,LV circumferential strain global | Instance 2
p24157_i3,LV circumferential strain global | Instance 3
p24158_i2,LV radial strain AHA 1 | Instance 2
p24158_i3,LV radial strain AHA 1 | Instance 3
p24159_i2,LV radial strain AHA 2 | Instance 2
p24159_i3,LV radial strain AHA 2 | Instance 3
p24160_i2,LV radial strain AHA 3 | Instance 2
p24160_i3,LV radial strain AHA 3 | Instance 3
p24161_i2,LV radial strain AHA 4 | Instance 2
p24161_i3,LV radial strain AHA 4 | Instance 3
p24162_i2,LV radial strain AHA 5 | Instance 2
p24162_i3,LV radial strain AHA 5 | Instance 3
p24163_i2,LV radial strain AHA 6 | Instance 2
p24163_i3,LV radial strain AHA 6 | Instance 3
p24164_i2,LV radial strain AHA 7 | Instance 2
p24164_i3,LV radial strain AHA 7 | Instance 3
p24165_i2,LV radial strain AHA 8 | Instance 2
p24165_i3,LV radial strain AHA 8 | Instance 3
p24166_i2,LV radial strain AHA 9 | Instance 2
p24166_i3,LV radial strain AHA 9 | Instance 3
p24167_i2,LV radial strain AHA 10 | Instance 2
p24167_i3,LV radial strain AHA 10 | Instance 3
p24168_i2,LV radial strain AHA 11 | Instance 2
p24168_i3,LV radial strain AHA 11 | Instance 3
p24169_i2,LV radial strain AHA 12 | Instance 2
p24169_i3,LV radial strain AHA 12 | Instance 3
p24170_i2,LV radial strain AHA 13 | Instance 2
p24170_i3,LV radial strain AHA 13 | Instance 3
p24171_i2,LV radial strain AHA 14 | Instance 2
p24171_i3,LV radial strain AHA 14 | Instance 3
p24172_i2,LV radial strain AHA 15 | Instance 2
p24172_i3,LV radial strain AHA 15 | Instance 3
p24173_i2,LV radial strain AHA 16 | Instance 2
p24173_i3,LV radial strain AHA 16 | Instance 3
p24174_i2,LV radial strain global | Instance 2
p24174_i3,LV radial strain global | Instance 3
p24175_i2,LV longitudinal strain Segment 1 | Instance 2
p24175_i3,LV longitudinal strain Segment 1 | Instance 3
p24176_i2,LV longitudinal strain Segment 2 | Instance 2
p24176_i3,LV longitudinal strain Segment 2 | Instance 3
p24177_i2,LV longitudinal strain Segment 3 | Instance 2
p24177_i3,LV longitudinal strain Segment 3 | Instance 3
p24178_i2,LV longitudinal strain Segment 4 | Instance 2
p24178_i3,LV longitudinal strain Segment 4 | Instance 3
p24179_i2,LV longitudinal strain Segment 5 | Instance 2
p24179_i3,LV longitudinal strain Segment 5 | Instance 3
p24180_i2,LV longitudinal strain Segment 6 | Instance 2
p24180_i3,LV longitudinal strain Segment 6 | Instance 3
p24181_i2,LV longitudinal strain global | Instance 2
p24181_i3,LV longitudinal strain global | Instance 3
p24302,"Population level WGS variants, PLINK format - interim 150k release"
p24303,"Population level genome variants, BGEN format - interim 150k release"
p24304,"Population level WGS variants, pVCF format - interim 200k release"
p24305,"Population level WGS variants, PLINK format - interim 200k release"
p24306,"Population level genome variants, BGEN format - interim 200k release"
p24308,"Population level WGS variants, PLINK format - 500k release"
p24309,"Population level genome variants, BGEN format - 500k release"
p24352_i2,FR liver PDFF mean | Instance 2
p24353_i2,Anterior thigh muscle fat infiltration (MFI) (left) | Instance 2
p24354_i2,Anterior thigh muscle fat infiltration (MFI) (right) | Instance 2
p24500_i0,"Greenspace percentage, buffer 1000m | Instance 0"
p24500_i1,"Greenspace percentage, buffer 1000m | Instance 1"
p24501_i0,"Domestic garden percentage, buffer 1000m | Instance 0"
p24501_i1,"Domestic garden percentage, buffer 1000m | Instance 1"
p24502_i0,"Water percentage, buffer 1000m | Instance 0"
p24502_i1,"Water percentage, buffer 1000m | Instance 1"
p24503_i0,"Greenspace percentage, buffer 300m | Instance 0"
p24503_i1,"Greenspace percentage, buffer 300m | Instance 1"
p24504_i0,"Domestic garden percentage, buffer 300m | Instance 0"
p24504_i1,"Domestic garden percentage, buffer 300m | Instance 1"
p24505_i0,"Water percentage, buffer 300m | Instance 0"
p24505_i1,"Water percentage, buffer 300m | Instance 1"
p24506_i0,"Natural environment percentage, buffer 1000m | Instance 0"
p24506_i1,"Natural environment percentage, buffer 1000m | Instance 1"
p24507_i0,"Natural environment percentage, buffer 300m | Instance 0"
p24507_i1,"Natural environment percentage, buffer 300m | Instance 1"
p24508_i0,Distance (Euclidean) to coast | Instance 0
p24508_i1,Distance (Euclidean) to coast | Instance 1
p25000_i2,Volumetric scaling from T1 head image to standard space | Instance 2
p25000_i3,Volumetric scaling from T1 head image to standard space | Instance 3
p25001_i2,Volume of peripheral cortical grey matter (normalised for head size) | Instance 2
p25001_i3,Volume of peripheral cortical grey matter (normalised for head size) | Instance 3
p25002_i2,Volume of peripheral cortical grey matter | Instance 2
p25002_i3,Volume of peripheral cortical grey matter | Instance 3
p25003_i2,Volume of ventricular cerebrospinal fluid (normalised for head size) | Instance 2
p25003_i3,Volume of ventricular cerebrospinal fluid (normalised for head size) | Instance 3
p25004_i2,Volume of ventricular cerebrospinal fluid | Instance 2
p25004_i3,Volume of ventricular cerebrospinal fluid | Instance 3
p25005_i2,Volume of grey matter (normalised for head size) | Instance 2
p25005_i3,Volume of grey matter (normalised for head size) | Instance 3
p25006_i2,Volume of grey matter | Instance 2
p25006_i3,Volume of grey matter | Instance 3
p25007_i2,Volume of white matter (normalised for head size) | Instance 2
p25007_i3,Volume of white matter (normalised for head size) | Instance 3
p25008_i2,Volume of white matter | Instance 2
p25008_i3,Volume of white matter | Instance 3
p25009_i2,"Volume of brain, grey+white matter (normalised for head size) | Instance 2"
p25009_i3,"Volume of brain, grey+white matter (normalised for head size) | Instance 3"
p25010_i2,"Volume of brain, grey+white matter | Instance 2"
p25010_i3,"Volume of brain, grey+white matter | Instance 3"
p25011_i2,Volume of thalamus (left) | Instance 2
p25011_i3,Volume of thalamus (left) | Instance 3
p25012_i2,Volume of thalamus (right) | Instance 2
p25012_i3,Volume of thalamus (right) | Instance 3
p25013_i2,Volume of caudate (left) | Instance 2
p25013_i3,Volume of caudate (left) | Instance 3
p25014_i2,Volume of caudate (right) | Instance 2
p25014_i3,Volume of caudate (right) | Instance 3
p25015_i2,Volume of putamen (left) | Instance 2
p25015_i3,Volume of putamen (left) | Instance 3
p25016_i2,Volume of putamen (right) | Instance 2
p25016_i3,Volume of putamen (right) | Instance 3
p25017_i2,Volume of pallidum (left) | Instance 2
p25017_i3,Volume of pallidum (left) | Instance 3
p25018_i2,Volume of pallidum (right) | Instance 2
p25018_i3,Volume of pallidum (right) | Instance 3
p25019_i2,Volume of hippocampus (left) | Instance 2
p25019_i3,Volume of hippocampus (left) | Instance 3
p25020_i2,Volume of hippocampus (right) | Instance 2
p25020_i3,Volume of hippocampus (right) | Instance 3
p25021_i2,Volume of amygdala (left) | Instance 2
p25021_i3,Volume of amygdala (left) | Instance 3
p25022_i2,Volume of amygdala (right) | Instance 2
p25022_i3,Volume of amygdala (right) | Instance 3
p25023_i2,Volume of accumbens (left) | Instance 2
p25023_i3,Volume of accumbens (left) | Instance 3
p25024_i2,Volume of accumbens (right) | Instance 2
p25024_i3,Volume of accumbens (right) | Instance 3
p25025_i2,Volume of brain stem + 4th ventricle | Instance 2
p25025_i3,Volume of brain stem + 4th ventricle | Instance 3
p25026_i2,Median T2star in thalamus (left) | Instance 2
p25026_i3,Median T2star in thalamus (left) | Instance 3
p25027_i2,Median T2star in thalamus (right) | Instance 2
p25027_i3,Median T2star in thalamus (right) | Instance 3
p25028_i2,Median T2star in caudate (left) | Instance 2
p25028_i3,Median T2star in caudate (left) | Instance 3
p25029_i2,Median T2star in caudate (right) | Instance 2
p25029_i3,Median T2star in caudate (right) | Instance 3
p25030_i2,Median T2star in putamen (left) | Instance 2
p25030_i3,Median T2star in putamen (left) | Instance 3
p25031_i2,Median T2star in putamen (right) | Instance 2
p25031_i3,Median T2star in putamen (right) | Instance 3
p25032_i2,Median T2star in pallidum (left) | Instance 2
p25032_i3,Median T2star in pallidum (left) | Instance 3
p25033_i2,Median T2star in pallidum (right) | Instance 2
p25033_i3,Median T2star in pallidum (right) | Instance 3
p25034_i2,Median T2star in hippocampus (left) | Instance 2
p25034_i3,Median T2star in hippocampus (left) | Instance 3
p25035_i2,Median T2star in hippocampus (right) | Instance 2
p25035_i3,Median T2star in hippocampus (right) | Instance 3
p25036_i2,Median T2star in amygdala (left) | Instance 2
p25036_i3,Median T2star in amygdala (left) | Instance 3
p25037_i2,Median T2star in amygdala (right) | Instance 2
p25037_i3,Median T2star in amygdala (right) | Instance 3
p25038_i2,Median T2star in accumbens (left) | Instance 2
p25038_i3,Median T2star in accumbens (left) | Instance 3
p25039_i2,Median T2star in accumbens (right) | Instance 2
p25039_i3,Median T2star in accumbens (right) | Instance 3
p25040_i2,Median BOLD effect (in group-defined mask) for shapes activation | Instance 2
p25040_i3,Median BOLD effect (in group-defined mask) for shapes activation | Instance 3
p25042_i2,Median z-statistic (in group-defined mask) for shapes activation | Instance 2
p25042_i3,Median z-statistic (in group-defined mask) for shapes activation | Instance 3
p25044_i2,Median BOLD effect (in group-defined mask) for faces activation | Instance 2
p25044_i3,Median BOLD effect (in group-defined mask) for faces activation | Instance 3
p25046_i2,Median z-statistic (in group-defined mask) for faces activation | Instance 2
p25046_i3,Median z-statistic (in group-defined mask) for faces activation | Instance 3
p25048_i2,Median BOLD effect (in group-defined mask) for faces-shapes contrast | Instance 2
p25048_i3,Median BOLD effect (in group-defined mask) for faces-shapes contrast | Instance 3
p25050_i2,Median z-statistic (in group-defined mask) for faces-shapes contrast | Instance 2
p25050_i3,Median z-statistic (in group-defined mask) for faces-shapes contrast | Instance 3
p25052_i2,Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast | Instance 2
p25052_i3,Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast | Instance 3
p25054_i2,Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast | Instance 2
p25054_i3,Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast | Instance 3
p25056_i2,Mean FA in middle cerebellar peduncle on FA skeleton | Instance 2
p25056_i3,Mean FA in middle cerebellar peduncle on FA skeleton | Instance 3
p25057_i2,Mean FA in pontine crossing tract on FA skeleton | Instance 2
p25057_i3,Mean FA in pontine crossing tract on FA skeleton | Instance 3
p25058_i2,Mean FA in genu of corpus callosum on FA skeleton | Instance 2
p25058_i3,Mean FA in genu of corpus callosum on FA skeleton | Instance 3
p25059_i2,Mean FA in body of corpus callosum on FA skeleton | Instance 2
p25059_i3,Mean FA in body of corpus callosum on FA skeleton | Instance 3
p25060_i2,Mean FA in splenium of corpus callosum on FA skeleton | Instance 2
p25060_i3,Mean FA in splenium of corpus callosum on FA skeleton | Instance 3
p25061_i2,Mean FA in fornix on FA skeleton | Instance 2
p25061_i3,Mean FA in fornix on FA skeleton | Instance 3
p25062_i2,Mean FA in corticospinal tract on FA skeleton (right) | Instance 2
p25062_i3,Mean FA in corticospinal tract on FA skeleton (right) | Instance 3
p25063_i2,Mean FA in corticospinal tract on FA skeleton (left) | Instance 2
p25063_i3,Mean FA in corticospinal tract on FA skeleton (left) | Instance 3
p25064_i2,Mean FA in medial lemniscus on FA skeleton (right) | Instance 2
p25064_i3,Mean FA in medial lemniscus on FA skeleton (right) | Instance 3
p25065_i2,Mean FA in medial lemniscus on FA skeleton (left) | Instance 2
p25065_i3,Mean FA in medial lemniscus on FA skeleton (left) | Instance 3
p25066_i2,Mean FA in inferior cerebellar peduncle on FA skeleton (right) | Instance 2
p25066_i3,Mean FA in inferior cerebellar peduncle on FA skeleton (right) | Instance 3
p25067_i2,Mean FA in inferior cerebellar peduncle on FA skeleton (left) | Instance 2
p25067_i3,Mean FA in inferior cerebellar peduncle on FA skeleton (left) | Instance 3
p25068_i2,Mean FA in superior cerebellar peduncle on FA skeleton (right) | Instance 2
p25068_i3,Mean FA in superior cerebellar peduncle on FA skeleton (right) | Instance 3
p25069_i2,Mean FA in superior cerebellar peduncle on FA skeleton (left) | Instance 2
p25069_i3,Mean FA in superior cerebellar peduncle on FA skeleton (left) | Instance 3
p25070_i2,Mean FA in cerebral peduncle on FA skeleton (right) | Instance 2
p25070_i3,Mean FA in cerebral peduncle on FA skeleton (right) | Instance 3
p25071_i2,Mean FA in cerebral peduncle on FA skeleton (left) | Instance 2
p25071_i3,Mean FA in cerebral peduncle on FA skeleton (left) | Instance 3
p25072_i2,Mean FA in anterior limb of internal capsule on FA skeleton (right) | Instance 2
